href,text
https://www.state.gov/translations/chinese/presidential-actions/2024/06/18/a-proclamation-on-juneteenth-day-of-observance-2024-zh/,"1865年6月19日，德克萨斯州25万名被奴役的人民终于获得了自由。在后来被称为“六月节”（Juneteenth）的那一天，联邦军队抵达德克萨斯州，执行已经成为美国法律两年半之久的《解放奴隶宣言》。今天，我们认识到六月节不仅标志着美国奴隶制原罪的终结，也标志着作为我们立国之本的工作的开始，这就是让美国对每个美国人的许诺成为现实。
作为总统，我最引以为自豪的时刻之一就是签署将六月节作为一个新的联邦节日的法案——这是自四十年前马丁·路德·金博士 (Dr. Martin Luther King, Jr.) 纪念日设立以来的第一个新的联邦假日。六月节是对我们国家历史真相的承认。它关系到实现美国的建国理念：人人生而平等，一生都应受到平等对待。它关系到数代勇敢的黑人领袖和无私的维权人士，他们使我们从未背离这一理念，这些人中包括奥帕尔·李女士 (Ms. Opal Lee)，我曾因她作为 “六月节祖母”所做的工作而向她颁发自由勋章，以及前德克萨斯州众议员阿尔·爱德华兹 (Al Edwards)，他起草了德克萨斯州将6月19日定为节日的法案。
本届政府正在努力工作，以期确保我们继续践行这一理念——建立一个真正代表自由、公正、尊严和人人享有机会的国家。今天，拥有工作和医疗保险的美国黑人人数创下历史新高，黑人拥有的企业以30多年来最快的速度增长。我们对黑人家庭和社区投入的资金比以往任何时候都多，包括：我们提供资金，支持因种族隔离和种族歧视而被隔离和滞后的以黑人为主的社区；我们签发支票，将黑人儿童贫困率降至历史最低；我们对住房评估程序进行改革，根除使黑人房主处于劣势的偏见；我们向传统黑人学院和大学投资160多亿美元，以确保下一代黑人领导者拥有平等的机会接受优质教育，并为改善其经济状况铺平道路。我们正在努力重建和加强整个美国，在全国范围内拆除所有含铅管道，提供价格廉宜的高速互联网，免除1670亿美元的学生贷款债务，并创造足以支付家庭费用的高薪工作。我们正在全国各地的社区营造一种新的自豪感和尊严感。
在我们努力创造历史的同时，本届政府也在努力讲述我们国家的历史，而不是抹煞历史。因此，我签署了一项酝酿了一百多年的法律，将私刑定为联邦仇恨犯罪。我设立了埃米特·蒂尔和玛米·蒂尔-莫布利国家纪念地（Emmett Till and Mamie Till-Mobley National Monument），以保护密西西比州和伊利诺伊州的历史遗址和文化资源，使我们永远不会忘记 1955 年埃米特·蒂尔在密西西比州被处以残酷的私刑，以及他的母亲玛米·蒂尔-莫布利随后表现出的勇气，她的勇气使我们的国家永远不会忘记她的儿子。我表彰了一批美国最伟大的黑人学者、人道主义者和艺术家，他们敢于讲述我们国家的好事、坏事和真实的历史。我们正在书写新的历史篇章，我对本届政府是有史以来最多元化的政府感到自豪，我们充分挖掘人才——包括美国首位黑人女性副总统卡玛拉·哈里斯 (Kamala Harris)——并任命了凯坦吉·布朗·杰克逊（Ketanji Brown Jackson）担任美国最高法院首位黑人女性大法官。与此同时，我们还在努力确保投票权——有了投票权，一切皆有可能。
值此六月节之际，愿我们弘扬激励我国前进的自由真谛，庆祝我们国家取得的进步，只要我们携手前进，一切皆有可能；让我们大家再次做出承诺，救赎美国的灵魂——选择爱而不是恨，选择团结而不是分裂，选择进步而不是倒退。
为此，我，约瑟夫·拜登（JOSEPH R. BIDEN JR.），美利坚合众国总统，按照美国宪法和各项法律赋予我的权力，宣布2024年6月19日为六月节纪念日。我吁请美国人民承认并谴责我国的奴隶制历史，并认识到美国原罪的影响依然存在。我吁请每一位美国人庆祝六月节，并再次承诺共同努力，消除我们社会中——无论在何处——的系统性种族主义和不公平现象。
我谨于公元2024年——即美利坚合众国独立第248年——6月18日亲笔在此签名为证。
约瑟夫·拜登
_______________________________________________________________________"
https://www.state.gov/translations/chinese/u-s-support-for-the-philippines-in-the-south-china-sea-10-zh/,"新闻声明
马修·米勒，国务院发言人
2024年6月17日
美国与我们的盟友菲律宾站在一起，谴责中华人民共和国（PRC）于6月17日采取升级和不负责任的行动，阻止菲律宾向驻守在“马德雷山脉号”（BRP Sierra Madre）军舰上的军人合法地运送人道主义物资。中华人民共和国船只蓄意以危险的方式使用水炮、冲撞、阻拦和拖拽受损的菲律宾船只，危及菲律宾军人的生命，是罔顾后果的行为，威胁到地区和平与稳定。
此次升级事件是中华人民共和国一系列挑衅行动中的最新一起，旨在阻挠驻守在“马德雷山脉号”的菲律宾军人获得急需物资。5月19日，中华人民共和国海警骚扰了正在就医途中的菲律宾军人，并且非法扣押了空投给养品。此外，在过去的一年中，他们还无数次使用水炮和危险的操作干扰菲律宾的例行补给任务。北京的行动表明，它一贯无视菲律宾人民的安全和适用于南中国海的国际法。
国际仲裁庭于2016年7月一致裁定，中华人民共和国对第二托马斯浅滩（Second Thomas Shoal）周围水域——明显位于菲律宾专属经济区内的低潮地貌——没有合法的海洋权益主张。根据1982年《海洋法公约》的规定，该裁决是最终裁决，对中华人民共和国和菲律宾均具有法律约束力。
美国重申，1951年《美国-菲律宾共同防御条约》第四条适用于在南中国海任何地方对菲律宾武装部队、公共船只或飞机（包括其海岸警卫队的船只或飞机）的武装攻击。
_______________________________________________________________________"
https://www.state.gov/translations/chinese/on-the-sentencing-of-womens-rights-activist-huang-xueqin-and-labor-rights-activist-wang-jianbing-zh/,"新闻声明
国务院发言人马修·米勒
2024年6月17日
美国谴责对独立记者和女权活动人士黄雪琴（Sophia Huang）以及劳工权利活动人士王建兵的不公正判决。在经过漫长的审前拘留以及不对新闻记者或公众开放的秘密审判之后，中华人民共和国政府分别判处黄雪琴女士五年有期徒刑以及王建兵先生三年六个月有期徒刑。这些判决表明了中华人民共和国继续恐吓及噤声公民社会的行为。
我们敦促中华人民共和国立即释放黄雪琴和王建兵以及其他因行使基本自由而被不公正拘押的个人。我们继续呼吁中华人民共和国履行其国际承诺，尊重所有人的人权，其中包括表达自由以及保障公平的庭审。我们还敦促中华人民共和国接受今年对其人权记录进行普遍定期审议（Universal Periodic Review）期间提出的许多项建议。
_______________________________________________________________________"
https://www.state.gov/translations/chinese/2024/06/14/g7-leaders-statement-8-zh/,"意大利普利亚2024年6月14日
（七国集团领导人普利亚公报（G7 Apulia Leaders’ Communiqué）有关中国部分的节译）
……
我们将继续对中国和第三国向俄罗斯战争机器提供物质支持的行为者采取措施，包括基于我们的法律体系针对为俄罗斯采购国防工业基础物品提供便利的金融机构以及其他在中国运营的实体采取措施。
……
我们寻求与中国保持建设性和稳定的关系，并认识到通过直接和坦诚的接触表达关切和处理分歧的重要性。我们基于国家利益采取行动。鉴于中国在国际社会中的作用，合作对于应对全球挑战必不可少，我们将继续在具有共同利益的领域保持接触。我们呼吁中国加大力度促进国际和平与安全，与我们合作应对气候、生物多样性和污染危机，打击非法合成麻醉品贩运，确保全球宏观经济稳定，支持全球卫生安全，解决与脆弱国家债务可持续性和融资需求相关的问题。
我们认识到中国在全球贸易中的重要性。我们致力于推进自由和公平贸易、公平竞争环境和平衡的经济关系，同时更新及加强以世贸组织（WTO）为核心的、基于规则的多边贸易体系。我们无意伤害中国或阻碍其经济发展，事实上，一个遵守国际规则和规范的不断发展的中国将符合全世界的利益。然而，我们对中国持续的产业定向（industrial targeting）做法以及全面的非市场政策和做法表示担忧，这些政策和做法正在导致全球溢出效应、市场扭曲以及越来越多的行业中出现有害的产能过剩，从而损害了我们的工人、产业、经济韧性和安全。我们不是在脱钩或内缩。我们是在必要和适当的情况下降低风险及实现供应链多元化，增强对经济胁迫的抵御能力。我们进一步呼吁中国不要采取可能导致全球供应链严重中断的出口管制措施，特别是针对关键矿产的出口管制措施。
鉴于这些关切，我们将与合作伙伴一道，投资建设我们和他们各自国家的工业能力，促进多元、有韧性的供应链，减少关键领域的依赖性和脆弱性。我们将加强外交努力和国际合作，包括在世贸组织中的合作，以鼓励公平做法，增强抵御经济胁迫的能力。我们将继续采取必要和适当的行动，保护我们的工人和企业免受不公平做法的伤害，创造公平的竞争环境，并针对目前的伤害采取补救措施。
我们呼吁中国履行在网络空间负责任地行事的承诺。我们将继续努力防范并遏制来自中国的持续性恶意网络活动，这些活动威胁我们公民的安全和隐私，破坏创新，并危及我们的关键基础设施。我们认识到有必要保护某些可能被用来威胁我们国家安全的先进技术，但不会过度限制贸易和投资。
我们重申，维护台湾海峡的和平与稳定对国际安全和繁荣不可或缺。我们支持台湾实质性地参与国际组织的活动，包括世界卫生大会（World Health Assembly）和世卫组织技术会议，在不要求以国家身份参加的组织中以成员身份参与，在仅限国家参加的组织中以观察员或嘉宾身份参与。七国集团成员国对台湾的基本立场没有改变，包括已阐明的一个中国政策。我们呼吁和平解决两岸问题。
我们仍然严重关切东中国海和南中国海局势，并重申强烈反对任何单方面以武力或胁迫改变现状的企图。我们继续反对中国在南中国海危险地使用海警和海上民兵，并一再阻碍各国在公海的航行自由。我们对中方对菲律宾船只越来越多地使用危险动作和水炮表示严重关切。在这方面，我们重申，中国在南中国海的扩张性海洋声索没有法律依据，我们反对中国在南中国海的军事化、胁迫和恐吓活动。我们再次强调《联合国海洋法公约》（UNCLOS）的普遍性和统一性，并重申《联合国海洋法公约》在制定规范所有海洋活动的法律框架方面的重要作用。我们重申，仲裁庭（Arbitral Tribunal）2016年7月12日做出的裁决具有重要里程碑意义，对仲裁当事方具有法律约束力，为当事方和平解决争端奠定了良好的基础。
我们对中华人民共和国对俄罗斯的支持深表关切。我们呼吁中国敦促俄罗斯停止军事侵略，立即、全面、无条件地从乌克兰撤军。我们鼓励中国支持基于领土完整和《联合国宪章》原则和宗旨的全面、公正和持久和平，包括与乌克兰直接对话。中国对俄罗斯国防工业基础的持续支持使俄罗斯能够维持其在乌克兰的非法战争，产生了重大而广泛的安全影响。我们呼吁中国停止转让供俄罗斯国防部门使用的、包括武器部件和设备在内的军民两用物资。
我们仍然对中国的人权状况感到关切，包括在西藏和新疆，那里的强迫劳动是我们关切的一个主要问题。我们还对中国压制香港自治、打压独立机构和公民社会以及持续侵蚀各项权利和自由感到担忧，包括最近根据《基本法》第23条颁布的立法，其中对“煽动”、“国家机密”和与外国实体往来做出了宽泛而模糊的定义。我们对利用这些法律压制香港和海外异见人士——包括出于政治动机的起诉——表示关切。这些事态发展将使在香港生活、工作和经商变得更加困难。
我们呼吁中国不要从事或纵容试图破坏我们社区的安全和保障以及我们的民主机制的完整性的活动，并严格履行《维也纳外交关系公约》（Vienna Convention on Diplomatic Relations）和《维也纳领事关系公约》（Vienna Convention on Consular Relations）所规定的义务。
……
我们仍然对中国以不透明方式加速扩张其核武库感到关切。"
https://www.state.gov/translations/chinese/u-s-ukraine-bilateral-security-agreement-zh/,"新闻声明安东尼·布林肯，国务卿2024年6月13日
拜登总统和泽连斯基总统今天在意大利普利亚（Puglia）举行的七国集团（G7）峰会期间签署的《美国-乌克兰双边安全协议》（U.S.-Ukraine Bilateral Security Agreement）为乌克兰的长期安全提供了具有重大历史意义的支持，进一步加强了2023年7月《七国集团支持乌克兰联合声明》和总统今年春天批准的《乌克兰补充拨款法案》所做的承诺。 根据这项为期十年的协议，美国和乌克兰承诺加强安全和经济合作，推进乌克兰的体制能力建设和改革进程，追究俄罗斯的责任，并为公正和持久的和平创造条件。
美国计划提供援助、咨询和培训，以帮助乌克兰建设其国防和安全能力，推进必要的改革，为乌克兰开辟一条加入欧盟和北约的道路，同时通过与美国企业联合生产和建立合资企业，增强乌克兰的国防工业基础。这项协议推进了我们确保乌克兰安全、主权和独立的目标，使其融入欧洲-大西洋共同体，并具备击败当前俄罗斯侵略和慑阻其未来侵略的军事能力。"
https://www.state.gov/translations/chinese/world-day-against-child-labor-4-zh/,"新闻声明马修·米勒，国务院发言人
2024年6月12日
值此“世界无童工日”之际，我们重申不得让儿童从事危险工作或遭受罪犯的剥削。据国际劳工组织（ILO）估计，世界上11%的儿童从事的工作有害于其健康和发育、妨碍其教育、工作时间过长或工作过于危险。
美国致力于在全球范围内消除童工现象。位于世界各地的美国大使馆帮助编写《最恶劣形式的童工调查报告》（Findings on the Worst Forms of Child Labor）以及《由童工或强迫劳动生产的商品清单》（List of Goods Produced by Child Labor or Forced Labor），同时协助其他国家解决这些问题。消除最恶劣形式的童工现象还需要在全球范围内采取行动，向成年工人及童工的家人赋权。这包括与政府、工人、雇主和劳工组织协作，在这场斗争中所有这些相关方都是关键合作伙伴。拜登总统发布的《关于在全球范围内推进工人赋权、权利和高劳工标准的备忘录》加强了美国在国内和世界各地保护和促进工人权利的政策。"
https://www.state.gov/translations/chinese/secretary-antony-j-blinken-and-qatari-prime-minister-and-minister-of-foreign-affairs-mohammed-bin-abdulrahman-al-thani-at-a-joint-press-availability-3-zh/,"（卡塔尔首相兼外交大臣讲话从略）
布林肯国务卿：首先，请允许我表示，很高兴回到多哈，尤其高兴能与我的同事和朋友首相阁下见面。正如你们听到他所谈到的，我们昨天在约旦一起参加了一个会议，旨在争取更多的国际支持，以解决加沙严峻的人道主义危机。
卡塔尔已经表现出了非凡的慷慨，向那些迫切需要帮助的人们提供了4700吨食品、药品和其他救生援助。在昨天的会议上，我宣布美国将再向巴勒斯坦人追加提供4亿美元的援助。这使我们在过去八个月的战争期间向巴勒斯坦人追加提供的美国援助总额达到了6.7亿美元。长期以来，我们一直是支持巴勒斯坦人的主要援助国，我们将继续尽一切力量支持他们，在这个需要帮助的时刻尤为如此。
我们每天还在继续努力增加运进加沙的援助物资的流量，确保这些援助能够送达加沙境内需要援助的人手中——努力加强对平民的保护，努力确保人质获释。
然而，结束加沙人民的苦难、结束巴勒斯坦人和以色列人的苦难、解决人道主义援助危机、防止冲突进一步升级及蔓延到其他地方的唯一最有效和最直接的办法是实现停火，以便我们能够通过努力，更持久地结束冲突。
在这方面，卡塔尔一直是孜孜不倦的合作伙伴——首相本人也是一位孜孜不倦的合作伙伴——致力于调解停火和释放人质。停火和释放人质是我和首相去年10月13日首次在这里讨论的问题，此后又多次讨论过的问题。
12天前，拜登总统提出了一项停火建议，其核心原则是释放所有人质、向加沙提供大量援助、保障以色列安全、为持久结束战争提供途径，以及开始加沙的大规模重建。
几乎整个世界都支持这项提议。我们一而再再而三地听到各个国家在本地区及其他地区宣布支持这一提议；重要的团体组织如七国集团（G7）、阿拉伯联盟（Arab League）、巴勒斯坦权力机构（Palestinian Authority）、以色列，当然还有联合国安全理事会（United Nations Security Council）两天前也支持这一提议。我在过去几天里会见的本地区领导人，他们也再三重申予以支持。
因此，我们曾一直在等一个答复，那就是哈马斯的答复。正如首相所说，昨晚我们收到了答复。哈马斯对摆在桌面上的提议提出了许多改动。我们昨晚与埃及同仁讨论了这些改动，今天又与首相进行了讨论。有些改动可行，有些则不可行。
下面概述一下目前的情况：
摆在桌面上的这份提议与哈马斯5月6日的提议几乎完全相同，这是全世界都支持的提议，是以色列已经接受的提议，哈马斯可以用一个词来回答：同意。相反，哈马斯拖延了近两周，然后提出更多改动，其中一些改动不在它之前持有及接受的立场以内。因此 ，你们听到首相说，这场于10月7日开始的战争——它始于哈马斯对以色列和以色列平民的野蛮袭击——将会继续下去。更多的人将遭受苦难。更多巴勒斯坦人将遭受苦难；更多以色列人将遭受苦难。
但是，在接下来的日子里，我们将继续与我们的合作伙伴、与卡塔尔、与埃及一起采取紧急行动，推动达成这项协议，因为我们知道这符合各方的利益——以色列人、巴勒斯坦人、该地区乃至全世界的利益。我们一致认为，该协议必须以整个国际社会支持的停火提议的原则为基础。
还有一些至关重要的事情，首相也提到了。同样至关重要的是，我们不仅要立即实现停火——我们正在为此加紧努力——而且要让停火持续下去。为了做到这一点并有效地做到这一点，我们必须为加沙冲突结束后的日子制定计划，而且我们需要尽快制定这项计划。几个月来，我们一直在与整个地区的合作伙伴合作制定这样的计划，这也是我过去几天谈话的一个重点。在接下来的几周内，我们会就该冲突后计划的关键要素提出建议，包括有关治理、安全和重建的具体想法。该计划是把停火转变为持久性结束冲突的关键，同时也是把战争的结束转变为公正和持久的和平的关键，并把这种和平——以这种和平为基础建立一个更加一体化、更加稳定、更加繁荣的地区。
这是我自10月7日以来第八次访问该地区，与我接触过的每个人都明确表示这是他们想要走的道路。然而，我不能代表哈马斯表态，也不能为哈马斯做出回答，最终，这可能不是哈马斯想要走的道路，但哈马斯不能——也不会被允许——决定这个地区及其人民的未来。
（问答部分从略）
——————————————————————————————————————————————————————————————————————————————————————"
https://www.state.gov/translations/chinese/secretary-antony-j-blinken-at-the-call-for-action-urgent-humanitarian-response-for-gaza-conference-zh/,"约旦斯威梅市（Sweimeh）
侯赛因·本·塔拉勒国王会议中心（King Hussein Bin Talal Convention Center）2024年6月11日
布林肯国务卿：谢谢。各位同仁，下午好。
我们感谢阿卜杜拉(Abdullah)国王、塞西(El-Sisi)总统、古特雷斯（Guterres）秘书长召开此次会议，感谢他们为帮助结束这场冲突、帮助许多亟需帮助的男女老幼所做的不懈努力。
众所周知，正如我们大家一整天所讨论的那样，加沙（Gaza）的危机十分严峻。仅在上个月，拉法（Rafah）就有100多万人流离失所，其中许多人已经多次背井离乡。
那里95%的人无法获得干净的饮用水。饥饿无处不在。在加沙，几乎每个人都依赖援助生存。
加沙大部分卫生系统已被摧毁。加沙40家医院中只有不到12家仍在运营。
而且——据我们所知及所闻——已有270多名人道主义工作人员被杀害。
贾马尔·阿布·夸克（Jamal abu Kwaik）就是其中的一位人道主义工作者，他是联合国近东救济工程处（UNRWA）在加沙的长期工作人员，多年来一直是美国在当地的主要联络人，也是许多人的朋友。上个月，他在撤离拉法后遇难。他当时正在为家人寻找临时住所。他身后留下了妻子和四个孩子。
为应对加沙紧迫的人道主义挑战，我们能够采取的最有效的措施是立即实现停火——最终实现持久的——停火。
11天前，拜登总统正是为此而提出了一项全面建议。
该提议包括在最初六周内实现全面停火；以色列军队撤出加沙所有人口稠密地区；释放包括妇女、老人和伤员在内的若干名人质；大幅增加援助物资的运送；加沙各地平民返回自己的家园或社区。此外，该提议还将启动谈判，以实现永久停火。
第二阶段将释放剩下的所有活下来的人质；以色列军队全部撤出加沙；实施永久性停止敌对行动。最后一个阶段将启动加沙大规模的重建工作。
昨天我在以色列会见内塔尼亚胡总理时，他重申了对这一提议的支持和承诺。
同一天，也就是昨天，联合国安全理事会通过了一项由美国提出的支持这项提议的决议案。14个成员投了赞成票。没有一个国家反对。这只是该提案获得世界各地支持的最新一轮投票，几乎所有与会国、阿拉伯联盟和整个地区国家都投了赞成票。
今天，当我们齐聚一堂时，有一个障碍——也是唯一一个障碍——阻碍了这项协议的达成，那就是哈马斯。
因此，今天我要向希望减轻加沙巨大苦难的每一个政府、每一个多边机构、每一个人道主义援助组织发出最为重要的信息是：让哈马斯接受协议。公开向他们施压。私下向他们施压。
应该不需要对哈马斯做太多的说服工作，因为这项提议毕竟几乎与哈马斯自己在5月6日提出的建议完全相同。
话虽如此，我们今天聚集在一起是因为我相信我们所有人都认识到，我们迫切需要采取大胆、即刻的行动来帮助加沙平民，而且现在就要开始行动。以下是我们如何继续推进这一工作的一些想法。
首先，提供更多援助。我们在联合国的同仁们已经告诉过你们这一点。联合国目前提出的吁请只得到了三分之一的资金。因此，资金缺口约为23亿美元。每个国家都可以帮助填补这一缺口。
然而，一些对加沙巴勒斯坦人民的苦难表示极大关切的国家——包括有能力给予大量援助的国家——却只提供了极少的援助，甚至根本没有提供任何援助。现在是每个国家——每个国家——都来增加援助的时候了。
对于那些已经慷慨解囊的国家，请给予更多援助。
几十年来，美国一直是向巴勒斯坦提供援助最多的国家。今天，我宣布，美国除了自 2021年以来提供的超过18亿美元的发展、经济和人道主义援助外，还将向巴勒斯坦提供4.04亿美元的新援助。
其次，让我们共同努力，确保更多的援助进入加沙，并在援助进入加沙后，通过陆路、空运和海运送达最需要援助的人们手中。
自冲突开始以来，这一直是我们的工作重点。
特别是最近几个月，以色列采取了一些重要措施，开放了更多过境点，消除了援助物资运送方面的障碍。但以色列可以而且必须采取更多措施。
正如我们直接向以色列政府提出的那样，加快卡车检查和减少积压至关重要；进一步澄清并删减违禁物品清单；增加援助人员的签证并加快办理速度；为人道主义组织建立更清晰、更有效的沟通渠道以消除与以色列国防军行动的冲突；增加救生药品和设备；提供修复供水和卫生系统所需的一切。
同时，以色列必须采取进一步措施，减少平民伤亡——尽管其面对的是一个在10月7日以野蛮屠杀平民挑起这场战争的敌人，一个从学校、医院、流离失所家庭营地发起行动的敌人，一个虚伪奸诈地躲在其声称代表的人民背后或藏匿在底下的敌人。
我想我们都知道，鉴于数十万巴勒斯坦人每天都在忍受地狱般的生活，我们已经没有时间可以浪费了。
10岁的阿贝德（Abed）失去了父母、弟弟和其他家人。他们在一次针对恐怖主义分子的空袭中丧生。他说：“我父母在世的时候，我还能睡觉。[现在]我再也睡不着了。”
对于像阿贝德这样的加沙儿童来说，一个越来越常见的缩写词是：WCNSF，即无家人幸存的受伤儿童。
6岁的法迪（Fadi）患有囊性纤维化症（cystic fibrosis）。冲突爆发后，他的父母无法再获得他维持健康所需的食品和药物。上个月，在他从加沙撤离到美国之前，法迪严重营养不良，双腿无法支撑身体的重量。
11岁的杜尼娅（Dunya）——她在汗尤尼斯（Khan Younis）的家遭到袭击时失去了父母、兄弟和姐妹。她是这样说的：我失去了一条腿。我失去了家人，但我仍然有梦想。我想装一条假肢，我想去旅行，我想成为一名医生。我希望这场战争结束，让我们的孩子能在和平环境中生活。”
这三个孩子——阿贝德、法迪、杜尼娅——以及所有在加沙受苦受难的巴勒斯坦平民，我们知道他们不是数字。他们不是抽象概念。他们是人——他们是儿童、他们是妇女、他们是男子——他们的愿望与我们自己和我们所爱的人的愿望是一样的，就像10月7日在以色列被杀害的人们一样，就像至今仍被扣押在加沙的人质一样。
因此，我们所有人都必须再次承诺尽自己的一份力量，确保这些人不仅能够生存，而且能够和平地生活；他们的权利能够得到尊重；他们能有机会实现自己的梦想。
我们还必须做出另外一项承诺。我们必须共同努力，努力清除我们共饮的水井中的毒药——去人性化的毒药，即无法看到他人身上的人性。
当那种情况发生时，当所有各方的人心变得如此冷酷无情时，最糟糕的情况就有可能发生，而最好的情况则会非常非常难以实现。但是——但是——如果我们能够看到每个人身上的人性，并承诺尽一切可能维护这种人性，那么一切皆有可能。
因此，我们要做的不仅仅是呼吁为巴勒斯坦人和以色列人创造更美好的未来。让我们携手共建通往未来的道路。
我们可以最大限度地利用我们所做的一切工作来帮助那些需要帮助的人并立即提供帮助，从而开始这一进程。
非常感谢大家。（掌声）
欲查看原稿内容:https://www.state.gov/secretary-antony-j-blinken-at-the-call-for-action-urgent-humanitarian-response-for-gaza-conference/

本译文仅供参考，只有英文原稿方可视为权威资料来源。
"
https://www.state.gov/translations/chinese/united-states-announces-additional-humanitarian-assistance-to-palestinian-civilians-in-gaza-and-the-region-zh/,"媒体简报
发言人办公室2024年6月11日
美国将追加提供4.04亿美元拯救生命的人道主义援助，用于支持加沙、约旦河西岸及该地区的巴勒斯坦平民，使美国在过去八个月的相关援助总额超过6.74亿美元。作为向巴勒斯坦人民提供人道主义援助最多的单一国家，我们认识到，鉴于严峻的人道主义状况，迫切需要向平民提供更多援助，我们呼吁所有捐助方支持为加沙及该地区的巴勒斯坦人开展的救生行动。
这笔新资金将为加沙、西岸和该地区易受侵害的巴勒斯坦人提供基本支持，包括食品、安全饮用水、医疗保健、保护、教育、住所和心理社会支持。美国将继续致力于解决受危机影响者的人道主义需求。
我们敦促其他捐助方为加沙及该地区的人道主义救援做出贡献，增加对受冲突影响民众的援助，共同努力找到解决危机的长期方案。"
https://www.state.gov/translations/chinese/secretary-antony-j-blinken-remarks-to-the-press-zh/,"以色列特拉维夫市
大卫·凯宾斯基酒店2024年6月11日
国务卿布林肯：大家好。我刚刚会见了在加沙被扣押的美国人质的家人。我每次来这一地区以及他们来华盛顿的时候，我都有机会与他们多次见面。和往常一样，这次见面非常感人。我们任何人都很难设身处地去体验他们在这漫长的几个月中的亲身感受。几天前，四名人质获救，他们为之欣喜，但他们仍然深切感受到与亲人——无论是平民还是士兵，无论是健在的还是已故的——长期分离的痛苦。对于我来说，所有的人质——尤其是我们有亲人在加沙的八个美国家庭——我们决心要把人质带回家。
拜登总统提出的建议是实现这一目标的最佳途径。我认为，正如我昨天所说的那样，一个又一个国家明确表示支持这一提议，而昨天，联合国安理会实际上代表整个国际社会十分明确地表示，这一提议是全世界所期待的。14票赞成，0票反对——这一结果在当今安全理事会相当罕见。我认为这也充分说明了这一点。
因此，每个人都投了票，只有一票除外，那就是哈马斯。这就是我们正在等待的。推进还是不推进这项提议完全取决于哈马斯。正如我所说，很清楚的是，接受提议是整个国际社会都希望看到的，当然也是许多家庭希望看到的。这也是加沙人民迫切需要的。我们有望立即实现停火，进而达成持久的停火，为加沙人民提供巨大的援助；同时也有望为以色列提供自其建国第一天起一直需要和渴望的持久安全，使之与邻国在该地区实现融合，确保被迫离开北部家园的人能够重返家园，建设一个提供以色列未曾享有的持久安全的未来。这个提议及其得到推进是朝着这个方向迈出的第一步。因此，我们希望看到提议方案得以实现。
我昨晚会见了内塔尼亚胡总理，他重申了对该提议的承诺。今天上午，我还有机会与国防部长加兰特（Gallant）和其他以色列高级官员会谈。我认为，在推进该提议的问题上，各方再次达成了强烈共识，但目前的确还要看一个人的态度。我们将拭目以待他们和他的决定。
当然，我们也——拜登总统坚定致力于以色列的安全和防卫。他是第一位在战争期间来到以色列的美国总统，也是第一位在4月以色列遭受伊朗袭击时派遣美军协助保卫以色列的总统。我们致力于击败哈马斯，确保它无法再次统治加沙。我们也坚信，虽然军事手段是必要的，但还不够，还必须有一个明确的政治计划、明确的人道主义计划，以确保哈马斯绝不能以任何方式、任何形态或任何形式重新控制加沙，同时以色列可以朝着更加持久的安全方向迈进。
这就是为什么在我们努力推进人质停火方案的同时，在我们努力确保冲突不会蔓延到该地区其他地区的同时，也在努力制定加沙的后续计划——安全、治理和重建。我们一直在与该地区的许多合作伙伴进行对话和磋商。这些对话将在今天下午和接下来的几天继续进行，我们拥有这些计划至关重要，我们必须做好准备。简单地说，如果我们没有为未来做好计划，我们就无法迎接未来。因此，我正在坚定地开展这些工作。
但第一步，也是最重要的一步，是就拜登总统提出的建议达成一致，并以此为基础继续迈进。
（问答部分从略）"
